open,high,low,adj close,volume,rsi_14,stoch_k,stoch_d,willr,roc,ema_10,ema_20,ema_50,sma_20,sma_50,macd,macd_signal,macd_hist,bb_high,bb_low,bb_width,atr_14,obv,volume_sma_20,log_return,return,direction,close,date
-1.2753834817805434,-1.2754305699497046,-1.2718865447562964,-1.2669468548364664,0.8480010517162876,0.39071224892084394,1.2062487924004879,1.2887681217942086,1.2062487924004872,0.6135806053614409,-1.2824158796975904,-1.283705785065399,-1.2691551093385591,-1.286816400122076,-1.272279615083767,-0.25406948950679825,-0.36972300413394893,0.2980188125917002,-1.293301922530774,-1.27642953537697,-0.44327595780298285,-1.1315926895521973,-2.039069469039638,1.4313190410224486,0.3519383712649253,0.01476729315184802,1,25.375,2016-03-04 00:00:00-05:00
-1.2691301851992054,-1.2683804502214533,-1.2686411928593782,-1.262195311477526,1.5010171764935176,0.6429286825843703,1.0540959710301858,1.2406794280664544,1.0540959710301856,0.6059710445971216,-1.279487188434826,-1.281912736524289,-1.2687736076032359,-1.2856886427569194,-1.2725871752902438,-0.2164841374188807,-0.34127458527035653,0.33343619007879255,-1.289452605634252,-1.278341592187954,-0.13716074714702456,-1.1304990322970991,-1.9624657437260418,1.4293404924837438,0.7544077012611143,-0.011128574070077687,0,25.752500534057617,2016-03-07 00:00:00-05:00
-1.2690603277267087,-1.2715599082263336,-1.2700874947902694,-1.2657824994182587,0.7671365365395746,0.3289589465203515,0.6988320916641078,1.0518564403404183,0.6988320916641073,0.747851342216192,-1.277817540874438,-1.280672722575051,-1.2685662940741218,-1.2843075355584794,-1.2729687778390608,-0.19699627482947718,-0.3143533214092415,0.3149319393363243,-1.287258357689027,-1.2778712686659246,-0.046130372673125655,-1.1326418398979017,-2.0220601689664237,1.379049455071232,-0.6634570892227453,-0.00828002720655215,0,25.467500686645508,2016-03-08 00:00:00-05:00
-1.2746848004436389,-1.2752577624284005,-1.2720629053173893,-1.2684258758635105,0.46091636769059113,0.1068084721424137,0.43705733037002414,0.7783576812505313,0.4370573303700236,0.641607216768415,-1.2769868242731783,-1.2798324778786954,-1.2684844365228871,-1.2832483948917481,-1.2735084322587236,-0.18948252413930847,-0.291211403508391,0.2691383131635936,-1.285796890901929,-1.277263685698637,-0.0014238841544500507,-1.1401827380834193,-2.07455726739798,1.2723830822794906,-0.5074918818317974,0.0008904672030970309,1,25.25749969482422,2016-03-09 00:00:00-05:00
-1.2728332709131558,-1.2758798325916791,-1.2725215019847207,-1.268142557674183,0.14800772456536554,0.12502014855119464,0.46510573010287193,0.5689324497425746,0.46510573010287176,0.5039413403729489,-1.276249784938327,-1.2790420760825791,-1.2683932179302804,-1.2821698996958866,-1.2740003859524058,-0.1839122059664886,-0.271508071715187,0.22747361021449075,-1.2845117801148134,-1.2764183974701773,0.02130439469486852,-1.148716309126292,-2.0293125158967817,1.1910303525777548,-0.005383919069246271,0.0004942945588507159,1,25.280000686645508,2016-03-10 00:00:00-05:00
-1.272483903591719,-1.273598926237474,-1.2729447888617034,-1.2679852116318344,0.6009796213916835,0.1358190831817473,0.48068606098778777,0.49136701690110246,0.4806860609877876,0.9184915338517379,-1.2756148892354073,-1.278310186030844,-1.2682985935171476,-1.280955933534463,-1.2744026349706117,-0.18025166248445143,-0.2549635289716683,0.189199155739918,-1.2836022976513353,-1.2748676218128834,-0.012613234005693925,-1.1491751103225734,-1.973569143096164,1.149094242167858,-0.027075381973957854,0.0107163584230317,1,25.292499542236328,2016-03-11 00:00:00-05:00
-1.2695843520558794,-1.273460685493776,-1.2681826231049966,-1.2645553697334502,0.16282714450146,0.37046775511130786,0.8203696094689505,0.6276600438683213,0.82036960946895,0.845661056535523,-1.274400738252822,-1.2772824963465668,-1.2680554355317062,-1.279449911166083,-1.2748639750087414,-0.16971558784890597,-0.23947743177226952,0.17637416959648733,-1.2826092495142252,-1.2727928451453059,-0.06923655187789537,-1.158980595890552,-1.9279809189007957,1.0414447691660544,0.5326086909667674,0.002539258209647876,1,25.565000534057617,2016-03-14 00:00:00-04:00
-1.2707371735964734,-1.2712834267389372,-1.2671949178414368,-1.263737239150476,-0.004535418370045578,0.42542387487530253,0.9013930362805125,0.7827892187700682,0.9013930362805119,0.7688409436851483,-1.2732416400212363,-1.2762654997211678,-1.2677854988908164,-1.2779491680378077,-1.2752057088129025,-0.16062741899925284,-0.22514735783836554,0.1623668525041552,-1.2817923106150122,-1.2705327014794205,-0.14408119644887304,-1.1678942304393123,-1.886271690686412,0.9688981477227593,0.08489159458783378,0.019894477516947756,1,25.6299991607666,2016-03-15 00:00:00-04:00
-1.2635755966077564,-1.2634384556928289,-1.259892923171033,-1.2572549422774224,1.0713329395667766,0.824481169396938,1.0883097667040895,0.9988398871801457,1.088309766704089,1.0985032371198438,-1.2709803863986775,-1.2746545927093795,-1.2672384205000204,-1.2765522271459342,-1.2752541210927726,-0.1382154089299786,-0.20889618382503777,0.18564446185838868,-1.279154627894987,-1.2705237533837177,-0.0083923825505544,-1.1615276884189283,-1.8196268438671115,0.9262012032372492,1.035134124643419,0.013203700437436842,1,26.145000457763672,2016-03-16 00:00:00-04:00
-1.2613048422833402,-1.2595332535585777,-1.2572825554154887,-1.2528810241249464,0.9447255756381672,1.0535829798981229,1.17112780469829,1.1235577706608042,1.1711278046982894,1.3813524277081535,-1.2682443832299337,-1.2727310065881485,-1.2665186505118748,-1.2751711212897878,-1.2752099803089239,-0.11104014317451916,-0.19009071756441814,0.21659434195356875,-1.2757533989698033,-1.2714003319034,0.2109101499675044,-1.1645169263642443,-1.755916401537178,0.8950473749863092,0.6687970114386234,-0.0016054984372815427,0,26.49250030517578,2016-03-17 00:00:00-04:00
-1.2581258075515447,-1.258980290583785,-1.2559773580812417,-1.2534159159461764,0.6660774219923192,0.991939431668548,1.062940370085393,1.1809985997793218,1.0629403700853925,0.6494166854036839,-1.2661141799026796,-1.2710476234484143,-1.2658508509846969,-1.273492681328874,-1.2749899890299128,-0.09306281159172192,-0.1712064591101863,0.21754905218585313,-1.273222048157679,-1.2706777837672498,0.301863294890139,-1.1693981872937282,-1.813168559233105,0.873199278868682,-0.14204440506192625,0.001133526632759755,1,26.450000762939453,2016-03-18 00:00:00-04:00
-1.2552611714254611,-1.2588766166176928,-1.2551660133787748,-1.253038396643156,1.3682595738795653,1.012965044847164,1.077082926017397,1.1770067107011397,1.0770829260173964,0.6308120699121385,-1.264294809933682,-1.2694843253846455,-1.2651924795732064,-1.2717544234030425,-1.2746183536672595,-0.08015070753989476,-0.15334107905170477,0.2052034937582789,-1.271158081400464,-1.2693072466146602,0.335147654456271,-1.1758450135561516,-1.7396417837352216,0.9151401385549559,0.007924204746822518,-9.4363468412979e-05,0,26.479999542236328,2016-03-21 00:00:00-04:00
-1.2566934761620108,-1.2549022809282295,-1.2553424008528176,-1.253069823490248,0.7437268765727271,1.0088331290430717,0.5786368109896181,0.9663367285831664,0.5786368109896174,0.4986103023329365,-1.2628126042910142,-1.2680732642392032,-1.2645613226131152,-1.2701657103895054,-1.2739448532451012,-0.0724058291217223,-0.13739450024339742,0.18195373888691077,-1.269329114425902,-1.2679905272074325,0.3591315992940822,-1.1703462103218485,-1.7986936385502366,0.9209432793601487,-0.05930591062704748,0.0076188821725489365,1,26.477500915527344,2016-03-22 00:00:00-04:00
-1.2590690300216643,-1.2561464212547873,-1.2550954745369276,-1.250520965869022,0.5242487555530772,1.1617912300121647,0.8816612007501632,0.901879918660766,0.8816612007501629,0.37370872511122716,-1.2610836558547907,-1.266524979023495,-1.263841781961688,-1.2680491874604505,-1.2732499947996645,-0.06216399804446314,-0.1224496234282605,0.1698163037079102,-1.2683441417047228,-1.2646164603328314,0.23615986210977838,-1.1693556751517697,-1.7447286725515867,0.9233264662461834,0.3630139646236778,-0.005543861711367851,0,26.68000030517578,2016-03-23 00:00:00-04:00
-1.2547720625060466,-1.2569067321617642,-1.2526614673424763,-1.2523775591508084,0.04048978292731843,0.9023758220161947,0.6259649119438228,0.7414774400288205,0.6259649119438221,0.4712120231411014,-1.2600450881685255,-1.2653219914682006,-1.263232866328223,-1.2662845387032697,-1.272708916729052,-0.061408377799201434,-0.11033232454244839,0.1355550722590955,-1.2677123617435602,-1.2615919349653621,0.11466119528502348,-1.1771454602651499,-1.7874814589660772,0.8732111520596247,-0.35767984104121453,-0.0043437187694256914,0,26.53249931335449,2016-03-24 00:00:00-04:00
-1.2583004645592786,-1.259740601490762,-1.2562242843971319,-1.253824994475594,0.07131274109948585,0.7028475692582804,0.42661022066067256,0.6874218688789858,0.42661022066067195,0.540263790185674,-1.2594885216105134,-1.264387822448966,-1.2627120792797393,-1.264716939965564,-1.2723023962148243,-0.06704186559300472,-0.10184177568232798,0.09161042240575257,-1.267574390440276,-1.25843281720619,-0.03693680984518319,-1.18256033492471,-1.8309486353183206,0.8663261260957259,-0.2919689534179283,-0.004552751164220259,0,26.417499542236328,2016-03-28 00:00:00-04:00
-1.2564489350287957,-1.2599479494229462,-1.2556246100461061,-1.2553354423497298,-0.4110611719390253,0.4961209457716116,0.21858937168336393,0.4516557022102654,0.2185893716833632,0.44484927070917385,-1.259339064047438,-1.2637035755356518,-1.2622787577882661,-1.2632601811087731,-1.2717470789188552,-0.0777786352853263,-0.09734266725267142,0.043246887316576624,-1.268152478481014,-1.254708889039442,-0.2508700933917039,-1.1897897023996022,-1.8632357338926877,0.8208294831859084,-0.30341401027235937,0.023395606769844448,1,26.29750061035156,2016-03-29 00:00:00-04:00
-1.26032667775048,-1.254418451508649,-1.2562595672745303,-1.2475000965966112,0.43423423533107575,1.0435590162941029,1.237906751368573,0.6692417545515789,1.2379067513685722,0.8498156870286192,-1.2576298333697444,-1.2622495413347457,-1.2615146433462863,-1.261326632910168,-1.2711661315604155,-0.06836455562617816,-0.09173257110146132,0.056708517169525526,-1.2682587153432237,-1.2505038278685552,-0.4630816942652012,-1.1794664693266774,-1.8113570526412393,0.801707946636381,1.2268298825832116,0.01730845338062344,1,26.920000076293945,2016-03-30 00:00:00-04:00
-1.2471912607233961,-1.2453293401359828,-1.2431371358290626,-1.2415843301987681,1.4684359820577457,1.357445785188608,1.0125234325569297,0.8775728974441259,1.012523432556929,0.9681137963965818,-1.2550331956134655,-1.260303580182041,-1.2605179089588525,-1.2597379212389241,-1.270281183937631,-0.048204867442623645,-0.08293846617572054,0.09528855432001442,-1.265446909822936,-1.250283884551226,-0.3340243516093907,-1.171507721103465,-1.7355084682630093,0.778882924367982,0.8935427062594389,-0.005216206810162877,0,27.38999938964844,2016-03-31 00:00:00-04:00
-1.2434532595996897,-1.2471264170706073,-1.2421494305655028,-1.243377937407065,0.05375908436162287,1.1230899907246448,0.7636280550526747,1.0713704249985703,0.763628055052674,0.8290193238530912,-1.2532719510038108,-1.2587340826950004,-1.2596398758713772,-1.2582882000266458,-1.2694033561991098,-0.03967609325839708,-0.07408147050281938,0.09605058970800577,-1.263595160639816,-1.249286344281323,-0.2912589628572917,-1.1805793674944345,-1.7785687999615292,0.7443024932109559,-0.3397398993560543,0.009133317846005315,1,27.247499465942383,2016-04-01 00:00:00-04:00
-1.2467371205197069,-1.2467808283947248,-1.2445481548825554,-1.2402312548428418,0.05272567202709618,1.289483434831942,1.1229398512383328,1.0304920402606155,1.122939851238332,0.6377958175814324,-1.2511936039404443,-1.2569787381162891,-1.2586566022618115,-1.2567944945428833,-1.2684635890524227,-0.027655996783265985,-0.06442842988645925,0.1056961169872556,-1.2612223048892932,-1.2487773596773677,-0.1995413185493218,-1.1815377370650906,-1.73553241986977,0.6916724371827165,0.44593318105480184,0.010221290016366498,1,27.497499465942383,2016-04-04 00:00:00-04:00
-1.2410078482675395,-1.2392123124692869,-1.2372461602121516,-1.2366754143216179,0.876742832270311,1.4620582314546227,0.8676936991955964,0.9789954307570703,0.8676936991955955,0.5851621907457902,-1.2487729535659646,-1.2550116525360377,-1.2575540570124708,-1.2553676446685509,-1.267408486624618,-0.011985795515639783,-0.05335890566831818,0.12285938312424087,-1.2581657865991769,-1.2491725883676426,-0.03137450915888891,-1.178599271030896,-1.673397627337352,0.6503589569058591,0.5055024327875777,-0.011859145786731857,0,27.780000686645508,2016-04-05 00:00:00-04:00
-1.2441868829993348,-1.2442579809640035,-1.24024455888023,-1.240797652938747,0.1032982881479958,0.9318203635153397,0.26682981063750955,0.8023505899434304,0.26682981063750927,0.40539855886654697,-1.2476273254055972,-1.2536711833653627,-1.2566777214381202,-1.253970705118971,-1.266811164835982,-0.01337370904824107,-0.04479973902090949,0.0924418512648505,-1.2566831155132283,-1.2478747377513377,-0.022690394278080856,-1.1806561529670407,-1.7176061391849535,0.6064272005622999,-0.7034577543902842,0.010418190378991641,1,27.45249938964844,2016-04-06 00:00:00-04:00
-1.2416715875417035,-1.2433939960909346,-1.2410206207052985,-1.237178905771617,0.09076816359185974,1.1305919640085877,0.7377909035334979,0.665404505045421,0.7377909035334976,0.568095310594561,-1.245957064243568,-1.2520727559143257,-1.2556751275805844,-1.2522236498019252,-1.2659910044664344,-0.008209350277067179,-0.03684931951966007,0.0850657762672117,-1.2551500175295753,-1.2458931982417858,-0.04467883642106744,-1.1818004240337285,-1.6736880405693233,0.5819313828644329,0.516283229932047,-0.02205099068541946,0,27.739999771118164,2016-04-07 00:00:00-04:00
-1.2426497787275481,-1.2453293401359828,-1.244830337162894,-1.2447939194088975,0.4781399065993692,0.2966194304991846,-0.33824833471424115,0.2366118492636909,-0.33824833471424154,0.18576932863102613,-1.2461328213284273,-1.251438040798725,-1.255049859998571,-1.2509181969464234,-1.2653822912975132,-0.026851045684671542,-0.03447077479512207,0.017552414619807232,-1.2553765773169796,-1.2428813306314197,-0.2004381851658433,-1.1727178878562046,-1.7265843324468884,0.6037790040544224,-1.2614872618819855,0.0011049977556478454,1,27.13500022888184,2016-04-08 00:00:00-04:00
-1.2462829536630329,-1.2475757060793078,-1.2446539766018012,-1.2444164530575994,-0.11178065397537036,0.32198080716178346,-0.2848897554901802,0.04043882323554006,-0.28488975549018064,0.07394971601576868,-1.2462001413796349,-1.2508235350556225,-1.254432351547205,-1.2496004272063042,-1.2642972867680455,-0.043383550812472964,-0.036099215363676225,-0.03099947465434936,-1.2560184451751297,-1.2393799792743174,-0.398420004460776,-1.1761520185146366,-1.6873607487563171,0.5566096660045863,0.006362175948081664,0.0033075460183911182,1,27.165000915527344,2016-04-11 00:00:00-04:00
-1.2460733545925584,-1.2446727031950982,-1.2423257911265955,-1.243283603914067,0.30630640008612664,0.4011693745948001,-0.12482080255689677,-0.26627705029919374,-0.12482080255689722,0.22607398993871564,-1.2460257875462746,-1.2501468397272384,-1.253788777744724,-1.2484110934718218,-1.2632343529020875,-0.056133667777996714,-0.04012534132597587,-0.06005177887719838,-1.2564331944860792,-1.2364035214791327,-0.5593059036296459,-1.175991048452567,-1.638447076825096,0.5661048942653457,0.12695731201060156,0.012941088323902636,1,27.2549991607666,2016-04-12 00:00:00-04:00
-1.2447807914539866,-1.2450528586485867,-1.2429254654776212,-1.2388152198892872,0.15020372577623473,0.6968259982223416,0.5065771783014523,0.0341146478188983,0.5065771783014517,0.527048769049611,-1.244978123894586,-1.2490584309078687,-1.2529721053877971,-1.2470176707310578,-1.2623017045533225,-0.05719973428193683,-0.043573949596999124,-0.05305410532719619,-1.2565260791783979,-1.233354902838584,-0.7069796742616303,-1.1768943827523488,-1.5931514281595316,0.5763452839896741,0.654418328301901,0.01438354939521,1,27.61000061035156,2016-04-13 00:00:00-04:00
-1.2396803164132426,-1.2386939426388262,-1.2353765444913274,-1.2337804112927415,0.5825863171320176,0.9860239565592465,1.1539959789599428,0.5457342929530542,1.153995978959942,0.862807335243128,-1.2431012195214888,-1.2475371637144508,-1.2519639825034332,-1.2457051802310433,-1.2611903584074944,-0.047643368261437564,-0.044291635014004675,-0.019964025297925264,-1.2549357261308685,-1.2323556982130124,-0.6768886004833747,-1.1771589616353473,-1.5378343606931304,0.5440008121509923,0.7333967516589178,0.0005353579030081259,1,28.01000022888184,2016-04-14 00:00:00-04:00
-1.236815680287159,-1.238521135117522,-1.2335069556834533,-1.233591717830884,0.024012597371254076,0.9964166599190682,1.1591919239464075,1.0022862760279356,1.159191923946407,0.45826515500756965,-1.241527332320151,-1.2461406605469727,-1.2509870137992962,-1.2446266863774755,-1.259935911713238,-0.04233185830456634,-0.04373126626511902,-0.004478082672755143,-1.2532731509172972,-1.2319316344846636,-0.6167541567754422,-1.185444175643032,-1.4954634693419877,0.48306949594319926,-0.024827059129182965,-0.020275531526297675,0,28.024999618530277,2016-04-15 00:00:00-04:00
-1.2351038923546538,-1.2388321570157985,-1.2391510049844743,-1.2406717602193515,1.5644500349996382,0.21595220118790093,0.18538420264731173,0.8880807958502102,0.185384202647311,-0.18705686909502026,-1.2416735961074934,-1.2456316345274985,-1.2503626222757824,-1.243914141984807,-1.2589747860001022,-0.05909414482365812,-0.04686332799167227,-0.049218570217117126,-1.253090371703666,-1.230629656312719,-0.6685727981137936,-1.1786854864357243,-1.573537390851112,0.5425223624147973,-1.1642763437425288,-0.021810969959661086,0,27.462499618530277,2016-04-18 00:00:00-04:00
-1.246352837788514,-1.2504095754083056,-1.2489928285685752,-1.2481294278142836,2.5607241137542696,-0.431015211467963,-1.6435951619476494,-0.10664905133156047,-1.6435951619476494,-0.4643629399956693,-1.2433037324959102,-1.245965801150703,-1.2500937414778532,-1.2436396792179856,-1.2582001895221824,-0.0939304351420823,-0.056809868339467384,-0.1317883295945786,-1.2533417388243477,-1.2297690790382134,-0.7205638496170212,-1.1691554846662209,-1.674702158252787,0.6214377634797994,-1.2483455148563813,-0.005317421700848956,0,26.8700008392334,2016-04-19 00:00:00-04:00
-1.249881239841746,-1.253692707379278,-1.2514973746048734,-1.2499231409260247,0.5199787531986093,-0.5694754572233534,-1.6068436004762385,-1.0901587766360459,-1.6068436004762388,-0.7021212707547371,-1.2450007576410065,-1.2464592764132951,-1.249915018701863,-1.2434637421320487,-1.2572824919526633,-0.12796858921211818,-0.07203751290393659,-0.1957784789009101,-1.253572318781389,-1.2291399303833435,-0.760773343213233,-1.171217034656864,-1.7285681575429477,0.6066304695912403,-0.3452816728192329,0.0020556313570831665,1,26.727500915527344,2016-04-20 00:00:00-04:00
-1.2542131227671198,-1.2533816854810016,-1.2520970758688492,-1.2492308765865852,0.39267527123910334,-0.5111196386385485,-1.416221651730599,-1.6596362544114136,-1.4162216517305988,-0.8349595466742616,-1.2462490245199622,-1.246831985111393,-1.249712577455027,-1.2433916086248071,-1.2564196149933884,-0.15460259963923392,-0.08990854565255939,-0.2278079177528308,-1.2536370314757905,-1.228915263445519,-0.774276665097088,-1.1706428727106175,-1.677652696810597,0.5979231462814437,0.05841179068292954,-0.010886977930552195,0,26.78249931335449,2016-04-21 00:00:00-04:00
-1.253200016171519,-1.2573905615813448,-1.254001947554122,-1.2528810241249464,0.46024177908333064,-0.8022759944855935,-1.7527419710347578,-1.6984452094213207,-1.7527419710347578,-0.8192012225126454,-1.248009632601894,-1.2475581711423511,-1.2496800954294303,-1.2434197578605644,-1.2556378991743757,-0.18629602488334662,-0.11097495952690833,-0.26652575154983593,-1.2535878900404887,-1.2290295943105194,-0.7666273339307202,-1.1741294891401246,-1.7301341601655182,0.6257016638111703,-0.6502290842745276,-0.0027403836042676115,0,26.49250030517578,2016-04-22 00:00:00-04:00
-1.2599074529565466,-1.258945723806179,-1.257176706783293,-1.253793567628502,0.6131437457460079,-0.8731847026970057,-1.5222298790538122,-1.6683593999013828,-1.5222298790538127,-1.03120054394617,-1.2496349560434155,-1.2483124405883468,-1.249689392562368,-1.2434179981138629,-1.2548255696998105,-0.21455407395792286,-0.13386389582175895,-0.2886089138994488,-1.253591573949893,-1.2290217641636136,-0.7671665328536107,-1.1749743327692896,-1.7861594633373794,0.6615591753860017,-0.20418226303447276,-0.0056936808591258325,0,26.420000076293945,2016-04-25 00:00:00-04:00
-1.2599423950192872,-1.2618141599127828,-1.2575647376958274,-1.2556815612815193,0.20756528681701103,-1.0212988327709847,-1.730534935627844,-1.7801186917744891,-1.7305349356278446,-0.7672431516768153,-1.251347162407272,-1.2491960681630376,-1.249782128804045,-1.2434373513006993,-1.2540153759732562,-0.24230639245777727,-0.15810282804404951,-0.30496656135640965,-1.2535412805160802,-1.2291187903278986,-0.7602618063889544,-1.182362785195704,-1.8327845925087545,0.7024988876119805,-0.3658828215680256,-0.006971363342170345,0,26.270000457763672,2016-04-26 00:00:00-04:00
-1.2637502536154903,-1.2630237334617342,-1.2596812528195915,-1.2579786334639542,2.215872982427806,-1.197055272593294,-1.7970008051992041,-1.7958556530127063,-1.7970008051992044,-0.8981107708122196,-1.25321331064748,-1.250240327677529,-1.2499731902295326,-1.24402322211902,-1.2532778009380923,-0.2703979370431585,-0.18349421433059432,-0.3189306311067238,-1.25264208347159,-1.2313604502821733,-0.6131179463268115,-1.1871178780196825,-1.925956675468328,0.8204048978777946,-0.43583919686921513,-0.06462156690906597,0,26.087499618530277,2016-04-27 00:00:00-04:00
-1.2913835349337106,-1.2857983884265343,-1.2887128709401139,-1.2785267080968057,6.420275183076894,-2.2544336602249597,-1.5493862185205802,-1.8055115391115704,-1.5493862185205804,-1.9579752900015837,-1.2589019151434973,-1.2533747929651935,-1.2510688248245836,-1.2460887231320776,-1.2531937914095876,-0.34535619527809147,-0.21981810468788218,-0.45139773250763215,-1.2478307194081681,-1.241094955637391,0.07395133310305445,-1.1218570712669,-2.1165750388800078,1.1481097171748826,-3.592334907216383,-0.031043217786993888,0,24.45499992370605,2016-04-28 00:00:00-04:00
